,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1496,46,0.14956855225311602,764,0.1383975026014568,6,4,0.13577586206896552,1,530,3,1,75,2,1,0.16095890410958943,2,0,4802,17407,2,1,0,15,3,1,80,0,9,3,2,6,2,5,5
1497,41,0.14956855225311602,321,0.2062780269058296,20,3,0.22012573203437844,1,1358,3,1,55,2,3,0.17484662576687046,2,0,9387,16869,2,1,0,11,3,2,80,0,14,1,3,5,4,1,0
1498,38,0.2490974729235817,639,0.2062780269058296,15,3,0.22506300209469515,1,1234,3,0,63,3,2,0.17484662576687046,3,1,5097,23324,0,1,1,17,3,2,80,1,7,0,2,4,2,2,2
1499,27,0.1638139261724932,131,0.1383975026014568,15,3,0.14527756537021977,1,1349,3,0,52,3,1,0.17218347810668932,2,0,2398,25687,0,1,0,13,3,3,80,0,7,2,3,7,2,6,6
1500,35,0.2490974729235817,469,0.1383975026014568,10,2,0.1354537700590669,1,562,1,0,65,3,3,0.06891223503335234,3,1,9537,22646,4,1,0,11,3,1,80,1,15,4,3,2,1,1,1
1501,34,0.14956855225311602,590,0.2062780269058296,2,1,0.14686468646864687,1,1137,2,1,54,2,2,0.17484662576687046,3,1,10150,5462,1,1,0,11,3,1,80,1,14,5,3,14,7,3,7
1502,35,0.1999320286782554,711,0.2062780269058296,16,3,0.17845845782956887,1,1510,2,0,63,2,2,0.17484662576687046,3,1,5022,22700,2,1,1,16,3,3,80,1,5,0,2,3,2,2,2
1503,28,0.14956855225311602,372,0.1896225418715049,6,3,0.16194333835357633,1,828,2,0,52,1,1,0.35844473037802127,3,1,2687,23446,4,1,1,18,3,2,80,2,4,3,2,2,1,0,1
1504,40,0.09740300542111482,629,0.14538349672769432,1,3,0.14556140899640732,1,1422,1,0,56,2,1,0.2327404901843825,1,0,3757,17188,2,1,1,22,3,2,80,0,10,2,3,0,0,0,0
1505,30,0.14956855225311602,652,0.1383975026014568,8,3,0.13493107632276077,1,791,2,1,63,2,1,0.23938223937897848,1,1,3876,9759,2,1,0,18,3,3,80,1,5,3,1,3,2,0,2
1506,41,0.14956855225311602,787,0.18056342041802284,2,2,0.19237286805883147,1,309,1,0,78,1,1,0.30768014035706104,2,0,2506,3833,3,1,1,13,3,3,80,0,5,2,3,4,3,1,3
1507,27,0.14956855225311602,842,0.1383975026014568,6,2,0.14084345725119593,1,526,1,0,37,3,1,0.16150191711677775,1,0,4186,10131,3,1,0,20,3,1,80,0,7,2,4,4,3,0,3
1508,48,0.2490974729235817,1115,0.17939447961549226,8,3,0.14686468646864687,1,1107,2,1,70,1,3,0.13291338240469888,3,0,12030,24554,5,1,0,12,3,3,80,0,22,2,1,15,3,8,7
1509,19,0.14956855225311602,794,0.16412277344315265,6,2,0.18885545107376953,1,792,2,0,75,2,1,0.19434866506434878,2,0,2582,18355,1,1,0,13,3,1,80,0,1,2,3,1,0,0,0
1510,31,0.14956855225311602,1090,0.1383975026014568,6,3,0.14176228187420986,1,967,2,0,75,1,1,0.2032965758526354,2,1,2696,17978,2,1,1,13,3,2,80,0,5,1,2,4,3,0,0
1511,44,0.14956855225311602,435,0.1714117034786732,12,3,0.141168994782286,1,844,3,0,79,2,2,0.1203271000880646,2,1,10021,4368,1,1,0,11,3,4,80,1,25,3,2,25,9,10,6
1512,22,0.19027141963103433,469,0.1996556412863303,8,3,0.14031069421500714,1,793,2,0,52,2,1,0.3279980297986028,3,0,2329,22361,0,1,0,12,3,3,80,0,4,2,2,4,4,0,1
1513,29,0.17227289250965705,1454,0.1907932561455634,7,1,0.22062452874398908,1,751,1,0,69,2,1,0.3611658245870996,1,0,3448,22140,1,1,0,16,3,1,80,0,9,3,3,4,3,1,3
1514,45,0.14956855225311602,1242,0.2062780269058296,10,3,0.14686468646864687,1,1868,3,0,64,3,2,0.17484662576687046,2,0,7295,14004,4,1,0,20,3,3,80,2,13,2,3,8,7,0,7
1515,23,0.20913090838719026,614,0.1383975026014568,6,2,0.14241188809590125,1,942,1,0,60,1,1,0.20789077670572575,3,0,2961,25078,2,1,0,17,3,3,80,0,3,2,1,2,2,2,2
1516,40,0.11022705906656743,1427,0.17678450571623963,18,3,0.1883840334374302,1,582,2,0,77,3,4,0.10988586830695601,2,0,15953,16727,2,1,0,14,3,4,80,0,22,1,2,10,6,6,3
1517,19,0.14956855225311602,764,0.1870121136901502,18,1,0.19618547389463978,1,318,4,1,44,3,1,0.33011912183929387,3,0,1485,26870,1,1,1,16,3,4,80,0,0,2,2,0,0,0,0
1518,28,0.2490974729235817,405,0.17905992995625714,7,3,0.14686468646864687,1,810,1,1,67,2,1,0.30244856967961964,1,1,2036,14821,3,1,0,16,3,2,80,1,3,2,3,1,0,0,0
1519,31,0.2318589471965598,541,0.1383975026014568,20,2,0.14686468646864687,1,1775,3,1,75,2,1,0.17454191770536925,3,0,2425,14738,1,1,0,21,3,2,80,0,2,3,2,1,0,1,0
1520,32,0.24217713161908977,267,0.1383975026014568,5,2,0.1507754354871739,1,1937,1,0,48,3,1,0.16095890410958943,2,0,2426,15282,2,1,1,14,3,1,80,0,7,2,3,4,1,0,2
1521,29,0.14956855225311602,1030,0.16164822876570217,9,2,0.17230513901581002,1,403,2,0,59,3,1,0.2934239622180339,3,0,2698,22088,3,1,1,14,3,2,80,0,7,2,1,5,3,0,4
1522,25,0.22646947496923772,513,0.19084532297663953,18,1,0.1685899930193177,1,1329,2,1,79,1,1,0.34345722129098055,3,0,1400,7932,2,1,0,13,3,3,80,0,3,3,2,2,1,0,1
1523,26,0.14956855225311602,417,0.17752404979103997,4,2,0.18372836282343985,1,1356,2,1,44,3,1,0.29710429524572846,2,0,2681,4838,1,1,0,13,3,2,80,0,4,2,2,4,3,3,3
1524,24,0.2490974729235817,585,0.18673321357670034,13,3,0.19903170728202665,1,1020,4,0,66,3,1,0.32914865631752016,3,0,2236,17034,1,1,1,15,3,1,80,0,4,3,2,4,2,2,3
1525,50,0.21077388821071857,742,0.2062780269058296,6,2,0.2056283777549299,1,952,2,1,55,3,2,0.17484662576687046,2,0,7431,22713,5,1,1,15,3,1,80,0,14,3,2,5,4,3,4
1526,45,0.24032423831602048,674,0.2062780269058296,26,2,0.14686468646864687,1,870,1,0,76,3,2,0.17484662576687046,2,0,6588,10317,3,1,1,12,3,3,80,0,8,2,2,4,3,0,2
1527,23,0.23525138827273978,568,0.19683474670816964,10,3,0.2099339341963324,1,1937,4,0,35,3,1,0.36429812076156654,1,0,1874,26778,1,1,0,18,3,1,80,0,1,2,2,1,0,1,0
1528,29,0.14956855225311602,388,0.2062780269058296,22,1,0.14686468646864687,1,1224,3,0,47,2,3,0.17484662576687046,1,0,7459,11054,1,1,0,13,3,1,80,0,11,2,1,9,7,2,8
1529,38,0.14956855225311602,746,0.20213225819689912,2,1,0.1440257751923306,1,1000,2,1,61,2,3,0.18846635379197924,3,1,10365,4700,3,1,0,11,3,1,80,1,18,4,3,17,6,3,6
1530,43,0.221836062237496,940,0.18768525167846342,1,4,0.13463249483021572,1,1034,3,1,71,3,1,0.1710427175054044,3,0,4633,17010,3,1,0,14,3,4,80,0,5,3,2,0,0,0,0
1531,28,0.2490974729235817,752,0.1383975026014568,10,2,0.1791852570236972,1,895,3,1,72,3,1,0.20746103283101297,2,0,2810,6375,0,1,0,16,3,3,80,0,4,3,2,3,2,1,2
1532,18,0.23892435677439486,577,0.2062780269058296,4,2,0.14439748700517951,1,1555,2,0,66,2,1,0.3971571172349599,3,0,1655,18458,1,1,1,12,3,3,80,0,0,2,3,0,0,0,0
1533,30,0.15765522507754295,867,0.1383975026014568,9,2,0.14596372527743046,1,1058,3,0,92,2,1,0.16095890410958943,1,0,2398,11447,5,1,1,19,3,3,80,0,3,4,2,0,0,0,0
1534,32,0.14956855225311602,623,0.1383975026014568,2,3,0.1445369718709205,1,301,3,0,57,2,1,0.23938223937897848,2,0,3828,9708,1,1,0,15,3,3,80,0,5,2,1,3,2,0,2
1535,33,0.08389324365659082,1343,0.2047152404219924,18,3,0.2184390719359895,1,525,1,0,66,3,1,0.17452689423975418,3,0,5275,4640,7,1,0,12,3,1,80,0,8,2,1,5,2,0,4
1536,28,0.21439842772290765,1236,0.1383975026014568,8,2,0.14299875869132436,1,781,1,0,57,2,1,0.17987810008508254,2,1,3545,14242,2,1,0,15,3,2,80,0,9,3,2,4,1,0,1
1537,35,0.14956855225311602,974,0.19075013082857745,5,3,0.22056381930927735,1,217,3,1,57,3,1,0.3610655883015127,3,1,1975,3360,2,1,0,15,3,3,80,1,14,5,3,0,0,0,0
1538,34,0.14956855225311602,988,0.16381437181618072,5,1,0.13577586206896552,1,1368,3,1,72,2,1,0.21521782303599452,3,0,4427,20935,2,1,0,12,3,1,80,0,7,2,2,6,5,3,2
1539,37,0.14956855225311602,628,0.2062780269058296,1,3,0.14610042762124806,1,911,1,1,47,2,3,0.17484662576687046,3,0,10540,14830,4,1,0,11,3,3,80,0,16,2,1,13,1,10,7
1540,25,0.14956855225311602,422,0.20102943244067797,8,2,0.14600728675104543,1,1391,1,1,66,2,1,0.3788940197295586,1,0,4398,15274,3,1,0,12,3,1,80,0,5,2,2,2,2,2,1
1541,28,0.14956855225311602,1071,0.14547384131419377,1,3,0.13577586206896552,1,487,1,0,80,1,1,0.185581851214768,3,1,3394,24610,5,1,1,13,3,3,80,0,5,3,2,3,2,1,2
1542,45,0.14956855225311602,622,0.14922854404082436,2,2,0.158554245860614,1,238,1,0,94,2,2,0.22908491312066132,2,0,5834,19148,7,1,1,13,3,3,80,0,20,2,3,1,0,0,0
1543,27,0.14956855225311602,1427,0.1383975026014568,6,3,0.23388844403014725,1,64,2,1,49,2,1,0.23938223937897848,3,0,3338,11123,1,1,0,12,3,3,80,0,1,2,2,1,1,1,1
1544,52,0.14956855225311602,352,0.1383975026014568,6,2,0.2306875246783727,1,1873,3,0,71,2,1,0.2297510082595947,2,0,2323,3691,7,1,0,11,3,4,80,0,13,4,1,9,8,8,7
1545,47,0.2490974729235817,1106,0.19026460159095,8,3,0.14686468646864687,1,1353,2,1,75,1,3,0.1498687144243387,3,0,12396,24396,5,1,0,11,3,3,80,0,23,2,1,18,4,10,8
1546,31,0.14956855225311602,918,0.14963312162831582,11,2,0.15342817263346392,1,362,2,0,58,3,1,0.2654972176848373,3,0,2562,22119,4,1,1,13,3,2,80,0,7,2,1,5,3,0,4
1547,33,0.2490974729235817,599,0.1383975026014568,5,3,0.14479860695394237,1,1331,2,1,87,3,1,0.2247703345787236,3,1,3542,20947,6,1,1,12,3,3,80,0,7,2,1,2,2,2,2
1548,41,0.16574291862270696,855,0.14942871304825758,4,3,0.14686468646864687,1,1221,1,1,86,2,1,0.2650221102945822,1,1,2308,14636,3,1,0,12,3,3,80,0,8,3,4,2,1,0,1
1549,27,0.1826267262092292,348,0.16094377523829062,8,3,0.21068373718338665,1,1439,1,1,91,1,1,0.23941129327468796,1,0,1948,7724,4,1,0,13,3,3,80,0,7,2,1,6,4,0,4
1550,43,0.14956855225311602,802,0.18513702697082196,2,2,0.19730899961494497,1,263,1,0,80,1,1,0.32359453857923337,2,0,2537,3829,2,1,1,13,3,3,80,0,5,2,3,4,3,0,3
1551,29,0.14956855225311602,363,0.2062780269058296,21,1,0.14686468646864687,1,1299,3,0,51,2,3,0.17484662576687046,1,0,7615,10918,1,1,0,14,3,1,80,0,11,2,1,8,6,2,7
1552,27,0.14956855225311602,823,0.1383975026014568,5,3,0.13577586206896552,1,401,1,0,71,3,1,0.23938223937897848,1,0,4097,9720,5,1,0,16,3,2,80,0,7,3,3,3,2,0,2
1553,28,0.14956855225311602,668,0.1383975026014568,8,2,0.14265863218545102,1,345,1,1,81,2,1,0.20963582142489884,3,0,3069,14944,1,1,0,11,3,3,80,0,4,4,1,1,1,0,0
1554,23,0.1750231083662493,394,0.18891755918192618,5,1,0.20138919412461792,1,1717,2,0,31,3,1,0.3367493419941533,2,0,3038,4461,1,1,0,12,3,1,80,0,2,2,2,2,0,2,1
1555,41,0.13526670035510507,941,0.1383975026014568,5,3,0.166509573409821,1,1450,1,1,88,2,1,0.22325998514211912,1,1,2350,14626,3,1,0,14,3,2,80,0,8,3,3,3,2,1,1
1556,28,0.14956855225311602,128,0.1383975026014568,13,3,0.14686468646864687,1,1439,3,0,54,3,1,0.17760112881448714,2,0,2326,25880,1,1,1,12,3,4,80,0,6,2,3,6,1,5,5
1557,35,0.18900972048496067,722,0.2062780269058296,16,2,0.1692018993376213,1,1539,2,0,62,1,2,0.17484662576687046,3,1,5112,22569,3,1,1,15,3,3,80,1,6,1,2,2,2,2,2
1558,24,0.23772457188111085,1305,0.1383975026014568,8,3,0.14559759644370365,1,618,1,0,53,3,1,0.23938223937897848,2,1,2827,14169,1,1,1,15,3,4,80,1,5,3,3,5,2,0,2
1559,31,0.19082374613186323,951,0.1781412384035213,6,2,0.18647410024142305,1,227,3,1,78,2,1,0.29925187511378837,1,0,3280,6818,4,1,0,22,4,2,80,0,8,3,3,5,3,0,3
1560,34,0.23551358076769102,511,0.14766196277468496,2,2,0.14535126309616195,1,1379,2,1,86,3,1,0.2305742988365142,4,0,3918,21140,5,1,0,13,3,3,80,0,7,2,1,2,2,2,2
1561,29,0.24142978794578202,148,0.2010485270480234,13,2,0.23506133159709813,1,1392,1,0,50,2,2,0.16668959619664528,2,0,5776,17331,4,1,0,11,3,1,80,0,7,3,1,4,2,0,0
1562,39,0.11239818138790386,344,0.2062780269058296,16,1,0.13577586206896552,1,946,2,1,59,1,2,0.17484662576687046,2,0,5057,21676,6,1,0,17,3,3,80,0,9,4,2,5,4,4,2
1563,41,0.11611750809632998,353,0.2062780269058296,14,1,0.13577586206896552,1,935,2,1,57,2,2,0.17484662576687046,2,0,5068,21660,5,1,0,16,3,3,80,0,9,4,2,5,4,4,2
1564,44,0.1576846654656836,1065,0.14393283862712133,9,3,0.14596044523287507,1,1240,3,0,95,3,1,0.18021975236774335,3,0,2913,10900,1,1,1,11,3,3,80,0,7,3,3,6,4,0,2
1565,41,0.17927182894689594,560,0.1383975026014568,4,1,0.1422857585170487,1,1016,3,1,66,2,1,0.23938223937897848,3,1,2183,13455,5,1,0,13,3,4,80,0,1,1,2,0,0,0,0
1566,31,0.14956855225311602,518,0.1383975026014568,1,2,0.14686468646864687,1,350,3,0,61,2,1,0.23378462879616496,3,0,3744,9585,0,1,1,14,3,3,80,0,4,2,1,3,2,0,2
1567,31,0.2490974729235817,620,0.20035541470022672,3,4,0.14686468646864687,1,1379,2,0,54,1,1,0.3765486962727813,2,0,1416,16193,1,1,0,12,3,1,80,0,1,3,2,1,0,0,0
1568,33,0.17427426218260447,907,0.15524724368202167,1,4,0.13538498518183412,1,898,3,1,54,3,1,0.16440620385457777,3,0,4467,16591,5,1,0,16,3,4,80,0,5,3,2,1,1,1,0
1569,27,0.2070596371886197,859,0.1383975026014568,4,2,0.1421811213755315,1,1556,2,1,93,2,1,0.23938223937897848,3,0,3834,20871,3,1,1,12,3,2,80,0,6,2,1,3,2,1,2
1570,41,0.2326241110833873,987,0.1383975026014568,23,3,0.14502933835587933,1,510,3,1,42,3,1,0.23938223937897848,3,2,3031,19829,2,1,0,21,4,3,80,1,16,0,1,1,0,0,0
1571,43,0.14721163434320905,936,0.1383975026014568,3,3,0.15010212636104223,1,1352,1,1,88,2,1,0.2367253226363144,1,1,2360,14661,3,1,0,12,3,2,80,0,9,3,3,3,2,1,1
1572,29,0.14956855225311602,285,0.1383975026014568,12,3,0.17662857855736586,1,1180,1,0,43,1,1,0.18538566903675346,2,0,1597,22558,1,1,0,13,3,2,80,0,1,3,3,1,0,0,0
1573,20,0.17141557756358816,1160,0.15329756906028877,8,2,0.14443064191464913,1,1198,2,0,43,2,1,0.2740145023097581,1,0,1449,17513,1,1,0,12,3,1,80,0,0,5,2,0,0,0,0
1574,27,0.17719650393688824,1105,0.1383975026014568,3,2,0.24242313209808733,1,379,3,0,91,2,1,0.18272821601518807,1,0,3000,8715,5,1,0,12,3,3,80,0,6,4,3,4,2,0,3
1575,44,0.2490974729235817,490,0.15333781689121345,2,2,0.13577586206896552,1,1769,3,0,98,3,1,0.21294547278941667,2,1,2410,11234,1,1,1,11,3,3,80,2,8,2,2,5,3,3,3
1576,35,0.2490974729235817,468,0.1383975026014568,10,2,0.13544095817229526,1,571,1,0,65,3,3,0.06891010194552155,3,1,9517,22648,4,1,0,11,3,1,80,1,15,4,3,2,1,1,1
1577,44,0.19782279235580236,1063,0.2062780269058296,2,2,0.13501241640332542,1,768,4,0,60,3,2,0.17484662576687046,3,0,4990,17522,3,1,1,16,3,2,80,0,8,3,2,0,0,0,0
1578,22,0.15200289870423095,635,0.1383975026014568,3,1,0.14920192032414387,1,917,2,0,35,2,1,0.0731340214571489,3,0,4164,10000,0,1,0,18,3,1,80,0,4,3,3,2,2,0,2
1579,30,0.20341479434661908,791,0.17512161374930127,7,3,0.13492394356294798,1,1148,2,1,61,3,1,0.2044677617497489,2,0,4328,9946,3,1,0,18,3,1,80,0,9,3,3,6,5,3,4
1580,28,0.14956855225311602,660,0.1383975026014568,5,2,0.1419557234415869,1,1184,2,0,52,3,1,0.2046646499014842,1,1,1602,26787,1,1,1,11,3,4,80,0,1,3,3,1,0,0,0
1581,45,0.2352263280882257,1043,0.2062780269058296,9,3,0.14531925938809928,1,1705,3,1,78,1,3,0.17484662576687046,2,1,12569,23796,7,1,0,11,3,3,80,0,23,3,1,21,5,12,8
1582,28,0.1958425613146652,935,0.1383975026014568,1,3,0.14093139231380467,1,350,1,1,65,3,1,0.16095890410958943,2,0,2783,3086,1,1,1,13,3,1,80,0,7,2,2,5,3,5,3
1583,51,0.16792794274920966,766,0.15091893902805886,6,4,0.13548539231815793,1,558,3,1,84,2,2,0.16352067312395732,2,0,4901,17655,2,1,0,14,3,1,80,0,9,3,2,6,1,5,5
1584,23,0.14956855225311602,1331,0.15873423017161187,6,1,0.1610467382686372,1,1448,3,0,80,3,1,0.2866509477640858,1,1,2590,16102,0,1,0,15,3,2,80,0,2,5,3,1,0,0,0
1585,21,0.21824978517614516,869,0.15943618365785586,10,2,0.16957098974651436,1,389,3,0,56,2,1,0.28828250006406686,3,0,2767,19477,1,1,1,18,3,2,80,0,1,4,3,1,0,0,0
1586,20,0.2095528297292635,993,0.17930786491294254,9,3,0.19101779147374875,1,1077,3,0,46,2,1,0.3344703000986687,2,0,1962,17226,1,1,0,13,3,1,80,0,1,4,2,1,1,0,1
1587,33,0.20661963382128548,435,0.1383975026014568,4,3,0.14213209924163542,1,877,2,1,87,2,1,0.20591202996649904,3,1,3579,21378,3,1,1,14,3,2,80,1,4,1,1,1,1,1,1
1588,32,0.16949603149488712,688,0.2062780269058296,3,3,0.14686468646864687,1,1482,2,1,59,2,2,0.17484662576687046,1,0,10523,4747,0,1,0,11,3,3,80,0,12,3,2,12,8,7,8
1589,21,0.18434266316478914,406,0.16211407528205693,9,2,0.14686468646864687,1,602,2,1,56,1,1,0.2945067304784549,4,0,1107,8821,1,1,0,19,3,3,80,0,1,3,2,1,0,1,0
1590,32,0.16992073995616458,1235,0.17018132461205276,17,1,0.18116783978741657,1,252,1,0,69,2,1,0.16746157741406306,2,0,4567,4667,4,1,1,17,3,2,80,0,9,4,2,7,2,3,5
1591,29,0.14956855225311602,579,0.1383975026014568,1,3,0.14270611104339218,1,408,2,1,72,2,1,0.23938223937897848,2,0,3842,9505,1,1,0,13,3,3,80,0,4,3,1,2,2,0,2
1592,35,0.18716320811106513,247,0.1383975026014568,14,2,0.14267614976627957,1,1301,1,0,67,3,1,0.16095890410958943,2,1,2211,11370,2,1,1,11,3,2,80,1,6,2,2,5,2,0,1
1593,50,0.16583507998570618,540,0.1383975026014568,2,4,0.22680551969514529,1,1499,2,0,78,2,3,0.06892301280059054,4,1,10495,14442,1,1,0,15,3,2,80,1,31,4,3,30,7,2,8
1594,26,0.19062884975018937,991,0.1383975026014568,5,1,0.1403505166083353,1,1593,3,1,93,2,1,0.23938223937897848,3,0,3878,20790,3,1,1,11,3,1,80,0,5,2,2,3,3,1,2
1595,33,0.2490974729235817,287,0.15835740959588746,17,4,0.14686468646864687,1,1041,3,0,82,2,1,0.23041173192060566,2,1,1827,16477,1,1,0,16,3,1,80,0,7,3,2,7,1,4,5
1596,31,0.17802793147368368,1062,0.18686821546755122,17,3,0.13577586206896552,1,565,2,1,53,2,1,0.19329999076517107,1,1,4017,11552,1,1,0,15,3,2,80,0,8,2,1,3,1,1,2
1597,26,0.14956855225311602,729,0.1383975026014568,1,2,0.1416268550934315,1,412,1,0,64,1,1,0.16095890410958943,2,0,2252,3469,4,1,1,14,3,2,80,0,8,3,2,4,3,2,3
1598,30,0.2027623702559216,439,0.17467664871755959,11,3,0.14686468646864687,1,1204,2,0,70,2,1,0.28719643061887845,3,0,2480,11722,5,1,0,12,3,2,80,0,4,2,3,2,0,0,0
1599,32,0.19745071650370116,106,0.1383975026014568,3,3,0.14152998668817396,1,1303,1,0,64,3,1,0.23938223937897848,1,1,2241,26188,0,1,0,14,3,2,80,0,2,2,3,1,0,0,0
1600,29,0.19903561507961964,673,0.1721349342729813,15,2,0.14128714029398776,1,480,2,1,80,2,1,0.2783522383231265,2,0,2212,14716,1,1,0,15,3,3,80,0,2,2,2,2,1,0,0
1601,30,0.14956855225311602,482,0.15432524126740826,2,3,0.15436283903110903,1,1014,3,1,55,3,1,0.21638133124283504,3,0,2684,5056,1,1,0,13,3,2,80,0,7,2,2,7,6,5,6
1602,29,0.14956855225311602,782,0.1383975026014568,1,1,0.1457227429279225,1,792,1,0,36,1,1,0.23938223937897848,1,1,2431,6690,1,1,0,11,3,3,80,1,1,1,3,1,0,0,0
1603,35,0.18284732197519088,913,0.1610942255410964,1,4,0.13524934807873198,1,923,3,1,57,3,1,0.1656024417656154,3,0,4497,16667,4,1,0,15,3,4,80,0,5,3,2,1,1,1,0
1604,36,0.14956855225311602,593,0.20505536873032454,2,1,0.14602744292584027,1,976,2,1,54,2,3,0.17886331675645312,3,1,10336,5276,1,1,0,11,3,1,80,1,16,5,3,16,6,3,6
1605,32,0.22453833560321712,1016,0.18952825099608112,4,3,0.14686468646864687,1,1259,3,0,51,3,1,0.3582255698528871,1,0,2410,8306,1,1,0,12,3,1,80,0,6,1,3,6,4,5,4
1606,41,0.14956855225311602,320,0.2062780269058296,20,3,0.22012573203437844,1,1355,3,1,55,2,3,0.17484662576687046,2,0,9366,16894,2,1,0,11,3,2,80,0,14,1,3,5,4,1,0
1607,21,0.23888883231924324,781,0.19931554934665083,1,1,0.24242313209808733,1,459,1,0,97,2,1,0.3729303633131788,1,0,2223,9089,1,1,1,11,3,3,80,0,3,3,3,3,2,0,2
1608,39,0.14956855225311602,767,0.17414192500568237,2,2,0.18544237550850645,1,375,1,0,77,1,1,0.2853357970048121,2,0,2461,3839,3,1,1,13,3,3,80,0,6,2,3,4,4,1,4
1609,44,0.2292663127362517,747,0.19275281692654142,7,2,0.13798531286455232,1,1552,4,0,94,2,1,0.3500945692951599,2,0,2604,11687,2,1,1,12,3,3,80,1,15,3,3,7,5,5,5
1610,34,0.14956855225311602,110,0.1383975026014568,2,2,0.14686468646864687,1,1575,1,0,69,3,1,0.2377299722906443,1,1,2082,26607,1,1,1,12,3,3,80,0,1,2,3,1,0,0,0
1611,48,0.23315183102590986,991,0.2062780269058296,1,3,0.134453464456584,1,1005,4,0,74,3,2,0.17484662576687046,3,0,4809,17335,3,1,1,14,3,3,80,0,6,3,2,0,0,0,0
1612,23,0.14956855225311602,506,0.1383975026014568,6,1,0.14686468646864687,1,1853,4,1,77,3,1,0.17138969706112656,2,0,2328,25927,1,1,0,21,3,1,80,0,1,2,3,1,0,0,0
1613,43,0.19017480872706363,827,0.178583825452409,11,3,0.14686468646864687,1,1020,1,1,64,3,3,0.13154195298001192,2,0,9008,22094,6,1,0,16,3,2,80,0,10,2,2,5,4,4,4
1614,25,0.2490974729235817,187,0.1383975026014568,7,2,0.1418938170451328,1,1161,1,0,51,2,1,0.23938223937897848,2,0,2533,25494,0,1,0,18,3,2,80,0,2,2,1,2,2,1,2
1615,28,0.1748378070029205,605,0.1383975026014568,1,2,0.17112588301171566,1,683,1,0,60,1,1,0.16095890410958943,2,0,2233,3759,7,1,1,15,3,3,80,0,8,4,3,5,5,2,5
1616,32,0.2490974729235817,955,0.1383975026014568,3,3,0.1656049494429247,1,665,1,1,64,3,1,0.16095890410958943,1,0,3139,3215,2,1,1,13,3,1,80,0,8,3,3,8,6,7,5
1617,32,0.14956855225311602,550,0.1383975026014568,8,4,0.19517023364945457,1,1284,1,0,71,2,1,0.1997386254945282,1,0,2550,7914,3,1,0,14,3,3,80,0,14,1,1,12,9,7,10
1618,31,0.14956855225311602,290,0.2062780269058296,18,2,0.14686468646864687,1,1517,2,0,62,2,3,0.17484662576687046,1,0,8066,10525,1,1,0,17,3,2,80,0,11,2,1,4,3,1,4
1619,31,0.14956855225311602,572,0.18324811685299838,4,3,0.22769059873423875,1,421,4,0,52,3,1,0.3170218551894614,2,0,2785,8948,2,1,1,12,3,2,80,0,3,3,3,2,0,0,1
1620,28,0.14956855225311602,1129,0.1383975026014568,1,4,0.13577586206896552,1,1123,1,1,63,1,1,0.16095890410958943,4,1,4033,25334,6,1,1,13,3,3,80,1,4,3,2,2,2,2,2
1621,33,0.2490974729235817,201,0.14603674405340136,23,3,0.15510944918717057,1,903,4,0,91,3,1,0.1875405370458914,2,1,2055,16678,1,1,1,18,3,1,80,0,9,3,2,9,2,6,7
1622,27,0.19368757447614213,800,0.1383975026014568,16,3,0.14686468646864687,1,991,3,0,62,2,1,0.20461886760476095,1,0,1684,16971,1,1,0,15,3,1,80,0,4,4,2,4,0,3,3
1623,39,0.14956855225311602,1172,0.15734885600281406,10,2,0.13887171661866907,1,1266,1,0,61,1,2,0.09833740634593424,2,1,5485,14278,5,1,0,16,3,1,80,0,14,2,1,2,1,0,1
1624,30,0.09354410371700594,1321,0.2062780269058296,9,3,0.13666657789969022,1,648,3,0,60,3,2,0.17484662576687046,3,0,4681,24083,8,1,0,12,3,3,80,0,5,2,3,3,2,1,1
1625,43,0.14878443200095148,935,0.1383975026014568,3,3,0.14794174654533526,1,1339,1,1,88,2,1,0.23849831286737577,1,1,2361,14666,3,1,0,12,3,2,80,0,9,3,3,3,2,1,1
1626,19,0.14956855225311602,1031,0.16533267098702062,14,1,0.16924610959727532,1,489,4,1,39,3,1,0.25468296867889184,3,0,1273,26927,1,1,1,14,3,4,80,0,0,3,2,0,0,0,0
1627,28,0.22987347672216665,531,0.1383975026014568,3,3,0.2218242277784156,1,423,2,1,44,3,1,0.16095890410958943,4,0,2286,3348,7,1,1,21,3,2,80,0,3,3,2,1,0,0,0
1628,32,0.14956855225311602,218,0.2062780269058296,16,2,0.14686468646864687,1,1735,1,0,72,2,3,0.17484662576687046,1,0,8518,10131,1,1,0,19,3,2,80,0,11,2,1,0,0,0,0
1629,35,0.14956855225311602,541,0.14217099957549545,23,2,0.14686468646864687,1,346,2,1,51,2,2,0.07485180182358442,3,0,5910,15385,2,1,1,13,3,1,80,0,8,1,3,1,0,0,1
1630,35,0.14956855225311602,1034,0.14797421246631826,10,2,0.137340293916044,1,1090,1,0,61,1,1,0.11504250527490212,1,1,4723,14494,4,1,0,14,3,1,80,0,13,2,1,1,0,0,0
